category,title,description,upvotes,has_images,hour,area,priority
pothole,Pothole issue in Malleshwaram,potholes everywhere on this stretch. This is happening in Malleshwaram near the landmark.,29,1,14,Malleshwaram,high
pothole,Pothole issue in Whitefield,gunda on main road. This is happening in Whitefield near the landmark.,43,0,22,Whitefield,high
pothole,Pothole issue in Jayanagar,deep hole in middle of street. This is happening in Jayanagar near the landmark.,11,1,23,Jayanagar,high
pothole,Pothole issue in Indiranagar,dangerous crater on silk board flyover. This is happening in Indiranagar near the landmark.,3,0,5,Indiranagar,medium
pothole,Pothole issue in Koramangala,cracked pavement making it hard to drive. This is happening in Koramangala near the landmark.,15,0,2,Koramangala,high
pothole,Pothole issue in Whitefield,many potholes after rain. This is happening in Whitefield near the landmark.,24,0,10,Whitefield,high
pothole,Pothole issue in Malleshwaram,dangerous crater on silk board flyover. This is happening in Malleshwaram near the landmark.,22,0,7,Malleshwaram,high
pothole,Pothole issue in Koramangala,deep hole in middle of street. This is happening in Koramangala near the landmark.,13,1,12,Koramangala,high
pothole,Pothole issue in MG Road,many potholes after rain. This is happening in MG Road near the landmark.,24,0,12,MG Road,high
pothole,Pothole issue in Indiranagar,potholes everywhere on this stretch. This is happening in Indiranagar near the landmark.,23,0,9,Indiranagar,high
pothole,Pothole issue in Jayanagar,deep hole in middle of street. This is happening in Jayanagar near the landmark.,47,0,5,Jayanagar,high
pothole,Pothole issue in Jayanagar,deep hole in middle of street. This is happening in Jayanagar near the landmark.,26,0,21,Jayanagar,high
pothole,Pothole issue in Koramangala,damaged road near metro station. This is happening in Koramangala near the landmark.,33,0,10,Koramangala,high
pothole,Pothole issue in Malleshwaram,damaged road near metro station. This is happening in Malleshwaram near the landmark.,5,0,2,Malleshwaram,medium
pothole,Pothole issue in Indiranagar,many potholes after rain. This is happening in Indiranagar near the landmark.,6,0,19,Indiranagar,medium
pothole,Pothole issue in Whitefield,huge pothole on road. This is happening in Whitefield near the landmark.,44,0,17,Whitefield,high
pothole,Pothole issue in Malleshwaram,huge pothole on road. This is happening in Malleshwaram near the landmark.,27,0,7,Malleshwaram,high
pothole,Pothole issue in HSR Layout,huge pothole on road. This is happening in HSR Layout near the landmark.,19,0,8,HSR Layout,high
pothole,Pothole issue in Jayanagar,"road condition is very bad, gunda blocking traffic. This is happening in Jayanagar near the landmark.",46,1,1,Jayanagar,high
pothole,Pothole issue in MG Road,vehicle damage due to deep gunda on outer ring road. This is happening in MG Road near the landmark.,41,0,13,MG Road,high
pothole,Pothole issue in Indiranagar,damaged road near metro station. This is happening in Indiranagar near the landmark.,21,0,11,Indiranagar,high
pothole,Pothole issue in Malleshwaram,potholes everywhere on this stretch. This is happening in Malleshwaram near the landmark.,49,1,7,Malleshwaram,high
pothole,Pothole issue in MG Road,"road condition is very bad, gunda blocking traffic. This is happening in MG Road near the landmark.",40,0,21,MG Road,high
pothole,Pothole issue in HSR Layout,many potholes after rain. This is happening in HSR Layout near the landmark.,2,1,1,HSR Layout,medium
pothole,Pothole issue in Koramangala,huge pothole on road. This is happening in Koramangala near the landmark.,25,1,11,Koramangala,high
pothole,Pothole issue in Jayanagar,damaged road near metro station. This is happening in Jayanagar near the landmark.,45,1,15,Jayanagar,high
pothole,Pothole issue in Indiranagar,huge pothole on road. This is happening in Indiranagar near the landmark.,20,0,12,Indiranagar,high
pothole,Pothole issue in Koramangala,dangerous crater on silk board flyover. This is happening in Koramangala near the landmark.,1,1,8,Koramangala,medium
pothole,Pothole issue in Jayanagar,many potholes after rain. This is happening in Jayanagar near the landmark.,50,0,22,Jayanagar,high
pothole,Pothole issue in MG Road,huge pothole on road. This is happening in MG Road near the landmark.,19,1,22,MG Road,high
pothole,Pothole issue in Whitefield,dangerous crater on silk board flyover. This is happening in Whitefield near the landmark.,41,1,22,Whitefield,high
pothole,Pothole issue in Malleshwaram,dangerous crater on silk board flyover. This is happening in Malleshwaram near the landmark.,26,0,13,Malleshwaram,high
pothole,Pothole issue in Koramangala,"road condition is very bad, gunda blocking traffic. This is happening in Koramangala near the landmark.",20,1,22,Koramangala,high
pothole,Pothole issue in MG Road,potholes everywhere on this stretch. This is happening in MG Road near the landmark.,23,0,11,MG Road,high
pothole,Pothole issue in Whitefield,huge pothole on road. This is happening in Whitefield near the landmark.,9,0,3,Whitefield,medium
pothole,Pothole issue in MG Road,many potholes after rain. This is happening in MG Road near the landmark.,49,1,18,MG Road,high
pothole,Pothole issue in Indiranagar,deep hole in middle of street. This is happening in Indiranagar near the landmark.,6,1,21,Indiranagar,medium
pothole,Pothole issue in Indiranagar,huge pothole on road. This is happening in Indiranagar near the landmark.,31,0,21,Indiranagar,high
pothole,Pothole issue in Jayanagar,damaged road near metro station. This is happening in Jayanagar near the landmark.,25,0,6,Jayanagar,high
pothole,Pothole issue in Malleshwaram,deep hole in middle of street. This is happening in Malleshwaram near the landmark.,0,1,8,Malleshwaram,medium
pothole,Pothole issue in Jayanagar,vehicle damage due to deep gunda on outer ring road. This is happening in Jayanagar near the landmark.,49,1,2,Jayanagar,high
pothole,Pothole issue in Koramangala,gunda on main road. This is happening in Koramangala near the landmark.,32,0,3,Koramangala,high
pothole,Pothole issue in Whitefield,vehicle damage due to deep gunda on outer ring road. This is happening in Whitefield near the landmark.,23,1,19,Whitefield,high
pothole,Pothole issue in MG Road,gunda on main road. This is happening in MG Road near the landmark.,21,1,20,MG Road,high
pothole,Pothole issue in Whitefield,cracked pavement making it hard to drive. This is happening in Whitefield near the landmark.,6,1,23,Whitefield,medium
pothole,Pothole issue in Indiranagar,damaged road near metro station. This is happening in Indiranagar near the landmark.,4,0,5,Indiranagar,medium
pothole,Pothole issue in Whitefield,deep hole in middle of street. This is happening in Whitefield near the landmark.,31,0,16,Whitefield,high
pothole,Pothole issue in Indiranagar,dangerous crater on silk board flyover. This is happening in Indiranagar near the landmark.,12,0,20,Indiranagar,high
pothole,Pothole issue in Malleshwaram,damaged road near metro station. This is happening in Malleshwaram near the landmark.,26,1,22,Malleshwaram,high
pothole,Pothole issue in Malleshwaram,dangerous crater on silk board flyover. This is happening in Malleshwaram near the landmark.,27,0,7,Malleshwaram,high
pothole,Pothole issue in Whitefield,damaged road near metro station. This is happening in Whitefield near the landmark.,44,0,18,Whitefield,high
pothole,Pothole issue in HSR Layout,vehicle damage due to deep gunda on outer ring road. This is happening in HSR Layout near the landmark.,40,1,12,HSR Layout,high
pothole,Pothole issue in Koramangala,potholes everywhere on this stretch. This is happening in Koramangala near the landmark.,5,1,14,Koramangala,medium
pothole,Pothole issue in MG Road,potholes everywhere on this stretch. This is happening in MG Road near the landmark.,7,1,23,MG Road,medium
pothole,Pothole issue in Malleshwaram,huge pothole on road. This is happening in Malleshwaram near the landmark.,37,0,1,Malleshwaram,high
pothole,Pothole issue in MG Road,potholes everywhere on this stretch. This is happening in MG Road near the landmark.,46,1,19,MG Road,high
pothole,Pothole issue in Jayanagar,vehicle damage due to deep gunda on outer ring road. This is happening in Jayanagar near the landmark.,29,0,1,Jayanagar,high
pothole,Pothole issue in HSR Layout,potholes everywhere on this stretch. This is happening in HSR Layout near the landmark.,8,1,12,HSR Layout,medium
pothole,Pothole issue in Malleshwaram,many potholes after rain. This is happening in Malleshwaram near the landmark.,33,0,8,Malleshwaram,high
pothole,Pothole issue in Indiranagar,cracked pavement making it hard to drive. This is happening in Indiranagar near the landmark.,6,1,5,Indiranagar,medium
pothole,Pothole issue in MG Road,gunda on main road. This is happening in MG Road near the landmark.,28,1,3,MG Road,high
pothole,Pothole issue in MG Road,dangerous crater on silk board flyover. This is happening in MG Road near the landmark.,30,1,13,MG Road,high
pothole,Pothole issue in Malleshwaram,vehicle damage due to deep gunda on outer ring road. This is happening in Malleshwaram near the landmark.,36,0,14,Malleshwaram,high
pothole,Pothole issue in Malleshwaram,deep hole in middle of street. This is happening in Malleshwaram near the landmark.,28,0,18,Malleshwaram,high
pothole,Pothole issue in Malleshwaram,many potholes after rain. This is happening in Malleshwaram near the landmark.,39,1,8,Malleshwaram,high
pothole,Pothole issue in Indiranagar,huge pothole on road. This is happening in Indiranagar near the landmark.,36,0,13,Indiranagar,high
pothole,Pothole issue in MG Road,vehicle damage due to deep gunda on outer ring road. This is happening in MG Road near the landmark.,49,0,9,MG Road,high
pothole,Pothole issue in MG Road,dangerous crater on silk board flyover. This is happening in MG Road near the landmark.,39,0,16,MG Road,high
pothole,Pothole issue in Whitefield,gunda on main road. This is happening in Whitefield near the landmark.,31,0,5,Whitefield,high
pothole,Pothole issue in Whitefield,cracked pavement making it hard to drive. This is happening in Whitefield near the landmark.,5,1,23,Whitefield,medium
pothole,Pothole issue in MG Road,vehicle damage due to deep gunda on outer ring road. This is happening in MG Road near the landmark.,7,1,22,MG Road,medium
pothole,Pothole issue in Malleshwaram,"road condition is very bad, gunda blocking traffic. This is happening in Malleshwaram near the landmark.",39,0,5,Malleshwaram,high
pothole,Pothole issue in Indiranagar,gunda on main road. This is happening in Indiranagar near the landmark.,13,1,8,Indiranagar,high
pothole,Pothole issue in MG Road,gunda on main road. This is happening in MG Road near the landmark.,18,1,2,MG Road,high
pothole,Pothole issue in HSR Layout,"road condition is very bad, gunda blocking traffic. This is happening in HSR Layout near the landmark.",40,0,23,HSR Layout,high
pothole,Pothole issue in Koramangala,huge pothole on road. This is happening in Koramangala near the landmark.,3,0,10,Koramangala,medium
pothole,Pothole issue in Whitefield,huge pothole on road. This is happening in Whitefield near the landmark.,30,0,16,Whitefield,high
pothole,Pothole issue in Indiranagar,"road condition is very bad, gunda blocking traffic. This is happening in Indiranagar near the landmark.",1,0,17,Indiranagar,medium
pothole,Pothole issue in Whitefield,huge pothole on road. This is happening in Whitefield near the landmark.,43,1,6,Whitefield,high
pothole,Pothole issue in Malleshwaram,potholes everywhere on this stretch. This is happening in Malleshwaram near the landmark.,28,1,19,Malleshwaram,high
pothole,Pothole issue in Indiranagar,"road condition is very bad, gunda blocking traffic. This is happening in Indiranagar near the landmark.",29,1,1,Indiranagar,high
pothole,Pothole issue in Indiranagar,huge pothole on road. This is happening in Indiranagar near the landmark.,20,0,7,Indiranagar,high
pothole,Pothole issue in Whitefield,huge pothole on road. This is happening in Whitefield near the landmark.,30,1,14,Whitefield,high
